id,Organisations,Locations
644771,"['GrabFood', 'GrabKitchen', 'Lalafood', 'CloudEats', 'Foodpanda']","['Singapore', 'Asia', 'Philippines', 'Vietnam', 'Thailand', 'Indonesia']"
644769,"['Gurugram', 'Grofers', 'Amazon', 'Flipkart', 'Zomato', 'BigBasket', 'SoftBank']","['Cipla', 'Zomato', 'Grofers', 'Gamble', 'Delhi', 'India', 'Alibaba', 'SVF', 'Dabur', 'KrAsia']"
644755,"['Callery', 'foodtech']",['Singapore']
644721,"['Oyo', 'Microsoft', 'OneWeb', 'Alibaba', 'WeWork', 'Google', 'Pitchbook', 'Forbes', 'SVF', 'SoftBank']","['US', 'SVF', 'Tokyo']"
644739,"['VC', 'fintech', 'KoinWorks', 'AI', 'Coronavirus', 'Wijaya', 'UangTeman', 'Modalku']","['Asia', 'Akulaku', 'Kredivo', 'Philippines', 'Tech', 'Indonesia']"
644692,"['DCI', 'AI']","['US', 'Singapore', 'AI', 'Athens', 'Greece']"
644661,"['Naspers', 'Adyen', 'IFC']","['Singapore', 'Myanmar', 'Asia', 'Bangkok', 'Malaysia', 'Philippines', 'Thailand', 'Indonesia']"
644651,"['Oyo', 'OneWeb', 'WeWork', 'Alibaba', 'SoftBank']","['Japan', 'Alibaba']"
644669,"['Saberwal', 'Samsung', 'RedDoorz', 'Alibaba', 'DST']","['Swiggy', 'Singapore', 'Asia', 'Alibaba', 'Indonesia']"
644639,['Kargo'],"['Lazada', 'Uber', 'Indonesia', 'Jakarta']"
644625,['Openspace'],['Philippines']
644595,"['Facebook', 'Forbes', 'LG']","['Airbnb', 'US', 'Singapore', 'Nuffnang', 'Hokkien', 'Asia', 'Uber', 'Xiaomi', 'Japan', 'China', 'Tech']"
644496,"['fintech', 'AI']",['Asia']
644534,"['KoinWorks', 'fintech']","['Asia', 'Netherlands', 'Japan', 'Indonesia']"
644538,"['Gojek', 'app', 'DigitalOcean', 'Zenius']","['Asia', 'Indonesia']"
644479,['SEOmoz'],[]
644435,"['DataRobot', 'AI', 'LinkedIn', 'DevOps', 'MLOps']",['AI']
644419,"['fintech', 'Evermos', 'Tokopedia', 'Payfazz', 'Super', 'Focus', 'Shopee', 'Lazada', 'Dianasari', 'Digital']","['Asia', 'Pinduoduo', 'Chilibeli', 'GoPay', 'Kitabeli', 'Indonesia', 'Shihuituan', 'China']"
644472,"['Huawei', 'app']","['Shanghai', 'KrAsia', 'Wuxi', 'Beijing', 'China']"
644518,[],['Asia']
644453,"['MightyVerse', 'Nickelodeon', 'GovTech', 'SGInnovate', 'Hasbro']","['US', 'Singapore', 'Korea']"
644444,"['Forbes', 'Walmart', 'Microsoft']",[]
644458,"['Sony', 'AnimeJapan', 'Bilibili', 'Aniplex', 'Funimation', 'Nasdaq', 'SEC']","['Oasis', 'Bilibili', 'China', 'Alibaba', 'KrAsia']"
644325,['Buddisht'],"['Asia', 'China']"
644394,"['McKinsey', 'Homebase', 'Microsoft', 'Antler', 'Harvard']","['Cisco', 'US']"
644382,"['AI', 'GMV', 'Alibaba', 'Lazada', 'Redmart']","['Singapore', 'AI', 'LazGame', 'Philippines', 'Lazada', 'Alibaba', 'Indonesia', 'China']"
644355,"['app', 'AI', 'TAL', 'Holzer', 'Apple']","['Beijing', 'KrAsia']"
644118,[],"['Asia', 'Indonesia', 'Suryanto', 'Jakarta']"
644344,"['Oyo', 'Flymya', 'Saberwal', 'RedDoorz', 'SoftBank']","['Singapore', 'Myanmar', 'Asia', 'Philippines', 'Vietnam', 'Indonesia']"
644362,['Oyo'],"['US', 'Denmark', 'India', 'China']"
643900,"['LG', 'eBay', 'Groupon', 'Musinsa', 'Amazon', 'Samsung']","['Balaan', 'Coupang', 'Korea', 'Baemin']"
644343,"['Twitter', 'Baidu', 'iQiyi', 'SEC']","['US', 'Asia', 'Beijing', 'Holzer', 'China', 'KrAsia']"
644322,"['Ribank', 'UnionPay']","['AirPay', 'Russia', 'Singapore', 'Alipay', 'UAE', 'Beijing', 'Malaysia', 'Japan', 'Thailand', 'China']"
644334,"['Oyo', 'SoftBank']","['US', 'America', 'India', 'China']"
644315,"['SoftBank', 'Temasek']",['Coupang']
644305,[],"['Singapore', 'Bangkok', 'Malaysia', 'Japan', 'Thailand', 'Indonesia']"
644294,"['Investree', 'MUIP']","['Philippines', 'Japan', 'Thailand', 'Indonesia', 'China']"
644275,"['InterviewBit', 'Paytm', 'Bengaluru']","['Lido', 'India', 'AI']"
644222,"['Disney', 'Hotstar', 'OTT', 'Netflix', 'PricewaterhouseCoopers', 'HBO', 'Fidelity', 'Iflix', 'Amazon', 'Hooq']","['US', 'Hotstar', 'Asia', 'Iflix', 'India', 'Malaysia', 'Philippines', 'Bollywood', 'China']"
644192,"['Sesto', 'Microsoft', 'Unilever', 'Siemens', 'Expedia']","['Singapore', 'Europe']"
644246,['Breakfast'],['Airbnb']
644262,"['Masayoshi', 'WeWork', 'SoftBank']",['China']
644217,"['fintech', 'Mastercard', 'Visa', 'Crunchbase']","['China', 'Shenzhen', 'London']"
644204,"['AgFunder', 'FMO', 'DeHaat', 'FMCG']","['India', 'AI']"
644128,"['Sompo', 'Ngoh', 'OIP', 'IMDA', 'SMF']","['Singapore', 'Thailand', 'Malaysia', 'MaaS']"
644181,"['Flymya', 'SoftBank', 'Sun']","['Singapore', 'Myanmar', 'Shanghai', 'Asia', 'TaniHub', 'India', 'Bytedance', 'Indonesia', 'China']"
644174,"['app', 'Carousell', 'Flipkart', 'BukuWarung', 'Purbojati']","['Singapore', 'Alterra', 'Xendit', 'Rapyd', 'Indonesia', 'Jakarta']"
644160,"['edtech', 'fintech', 'Gojek', 'digital', 'healthtech', 'Sjahrir', 'SoftBank']","['VC', 'Soerijadji', 'Sea', 'Luhut', 'Indonesia']"
644095,"['Swiggy', 'app', 'FMCG']","['US', 'Swiggy', 'Asia', 'UK', 'India', 'Zomato', 'China']"
644143,"['Gojek', 'app', 'Zenius']",['Indonesia']
644117,"['IFC', 'PLDT', 'GCash', 'Mynt', 'GrabPay', 'KKR']","['Singapore', 'Manila', 'Philippines', 'PayMaya', 'China']"
644079,"['Bukalapak', 'Unilever', 'Bhardwaj', 'RaRa', 'Shopee']","['Asia', 'RaRa', 'Zopim', 'Lazada', 'Indonesia']"
644096,"['Espressif', 'DIY']","['US', 'Singapore', 'Shanghai', 'Asia', 'RealTek', 'China']"
644075,[],[]
643868,"['SupportStartup', 'Gojek', 'Openspace', 'Convergence', 'FutureLabs', 'Shopee']","['Asia', 'Indonesia']"
644008,[],"['Moka', 'Indonesia']"
644045,"['Finhay', 'Cruttenden', 'fintech']","['US', 'Singapore', 'Vietnam', 'Australia', 'KrAsia']"
644020,['Zoom'],"['Singapore', 'Asia', 'Taiwan', 'Infofed', 'Fabelio', 'Malaysia', 'Vietnam', 'Thailand', 'Indonesia']"
643993,"['CTO', 'BIT', 'Frozen']","['Japan', 'Myanmar', 'Therapa']"
643931,"['Foods', 'Halla', 'Yeung']","['US', 'Singapore', 'Shanghai', 'Asia', 'Macau', 'Gardens', 'Malaysia', 'Thailand', 'China']"
643962,"['Recko', 'Digital']","['India', 'AI']"
643957,"['Twitter', 'Starbucks', 'Nasdaq', 'SEC']","['Xiamen', 'US', 'Luckin', 'China']"
643945,"['Antler', 'Bank', 'APEC', 'UNCDF', 'Digital']","['Singapore', 'Malaysia']"
643912,['Furlenco'],"['Asia', 'Lightbox', 'India']"
643919,"['Facebook', 'Gojek']","['Zomato', 'India', 'Indonesia']"
643863,"['ProSpark', 'Angel']","['Singapore', 'Indonesia', 'Philippines']"
643893,"['Neumann', 'WeWork', 'SoftBank']",['Benchmark']
643883,"['Kiva', 'fintech', 'Unilever', 'Adobe']","['Tala', 'US', 'Bangladesh', 'AI', 'Indonesia', 'California']"
643792,"['Slack', 'Tokopedia', 'Visa', 'WeWork', 'Flipkart', 'SoftBank']","['Flexport', 'Colombia', 'China', 'US']"
643850,"['DedaaBox', 'Pan', 'DevOps', 'Flymya']","['Airbnb', 'Yangon', 'Myanmar', 'Asia', 'Uber', 'UK', 'China']"
643721,[],"['Asia', 'Singapore']"
643832,"['Surabaya', 'TaniFund', 'Java', 'TaniHub']","['Bogor', 'Bali', 'TaniHub', 'Bandung', 'Yogyakarta', 'Indonesia', 'Malang']"
643725,[],[]
643804,['Meituan'],"['US', 'Meituan', 'Shenzhen', 'KrAsia', 'China']"
643730,"['JustCo', 'FlySpaces', 'WeWork', 'Northcott', 'CoHive']","['Airbnb', 'Singapore', 'Bangkok', 'WeWork', 'Philippines', 'Malaysia', 'Indonesia', 'China', 'Jakarta']"
643729,"['LegalZoom', 'GMV', 'CFO', 'GrabFood', 'GrabAssistant', 'GrabPay', 'GrabMart']","['US', 'Indonesia']"
643694,"['SupportStartups', 'FutureLabs', 'SEAcosystem']",['Asia']
643713,"['WeavAir', 'AI', 'EU', 'PhonePass', 'SenzeHub', 'Avirtech']","['Singapore', 'AI', 'Asia', 'UK', 'RisikoTek']"
643700,"['Vanke', 'AI']","['US', 'Shanghai', 'AI', 'Japan', 'KrAsia', 'Yangzhou', 'Jiangsu', 'Firetinas', 'Europe', 'Guangling', 'Alibaba', 'China']"
643672,"['NLP', 'Cogent', 'AI']","['US', 'Kaidoku', 'AI', 'Tegaki', 'Tokyo']"
643691,"['TikTok', 'Softbank', 'SoftBank', 'Bytedance']","['Beijing', 'China']"
643637,"['fintech', 'Lightnet', 'Facebook', 'Shopmatic', 'Amazon', 'Shopee', 'MatchMove', 'CombineSell', 'OpenPayd']","['Singapore', 'Asia', 'Shopmatic', 'UAE', 'India', 'Malaysia', 'Philippines', 'Lazada', 'China']"
643598,"['Slack', 'Gojek', 'WhatsApp', 'AFX', 'CureFit', 'Shopee', 'Reuters']","['Singapore', 'Garena', 'Asia', 'Horangi', 'India', 'Zoom', 'Japan', 'Indonesia', 'China', 'Tech']"
643643,"['GrabShare', 'app', 'Via', 'Transportation', 'TIS', 'Shell']","['US', 'Singapore', 'Bekasi', 'Asia', 'Italy', 'India', 'Via', 'Philippines', 'Malaysia', 'Japan', 'Africa', 'Indonesia']"
643560,"['app', 'PasarPolis', 'GrabInsure', 'Gojek', 'USD', 'digital', 'SGD', 'GrabPay', 'GrabCare', 'Mastercard', 'Gosure', 'Grab']","['Singapore', 'Asia', 'Malaysia', 'Thailand', 'Indonesia', 'China']"
643612,"['healthtech', 'EDBI', 'Anywhere']","['Singapore', 'Asia', 'Malaysia', 'Philippines', 'Vietnam', 'Thailand', 'EDBI']"
643362,"['Lalamove', 'MindWorks', 'FutureCap']","['Singapore', 'Philippines', 'Thailand']"
643590,"['SGInnovate', 'DiMuto', 'Trace']","['US', 'Mexico', 'Singapore', 'AI', 'Europe', 'Australia', 'Indonesia', 'China']"
643579,"['GrabMart', 'GrabAssistant']","['Singapore', 'Myanmar', 'Cambodia', 'Philippines', 'Malaysia', 'Vietnam', 'Thailand', 'Indonesia']"
643557,['Toyota'],"['Singapore', 'Pricebook', 'AI', 'Asia', 'Tokyo', 'India', 'Japan', 'Indonesia']"
643552,['RedDoorz'],['Asia']
643544,"['Paktor', 'Oyo', 'CXA']","['Asia', 'Singapore', 'India', 'Korea']"
643331,"['Techstars', 'DdocDoc', 'Rsupport', 'Classum', 'KakaoTalk', 'HyperConnect']","['US', 'Germany', 'Kokkiri', 'Italy', 'Naver', 'Tinder', 'Seoul', 'Incheon']"
643451,"['AIA', 'Batam']","['US', 'Singapore', 'Asia', 'Tokopedia', 'Batam', 'Philippines', 'Vietnam', 'Yogyakarta', 'Thailand', 'Indonesia', 'KrAsia', 'Jakarta']"
643505,"['Oyo', 'Prepare', 'Agoda', 'RedDoorz', 'Google']","['Singapore', 'Kuta', 'Kodoatie', 'Bali', 'Indonesia', 'China']"
643284,['Gojek'],"['Asia', 'Singapore']"
643241,"['AI', 'JobsCentral', 'SEA', 'Tech', 'Sequoia']","['Singapore', 'Asia', 'roadmap', 'Tech', 'Shankar', 'Indonesia']"
643469,"['NUS', 'Marified', 'Edufied']","['Singapore', 'Philippines']"
643428,"['app', 'Singtel', 'iFlix', 'Iflix', 'Hooq', 'Reuters']","['US', 'Bangladesh', 'Singapore', 'Myanmar', 'Asia', 'Hollywood', 'Brunei', 'Pakistan', 'Cambodia', 'Malaysia', 'Philippines', 'Maldives', 'Vietnam', 'Nepal', 'Thailand', 'Indonesia']"
643402,"['VC', 'Samumed', 'Vickers', 'MatchMove', 'Reuters']","['Singapore', 'London', 'Shanghai', 'Asia', 'UK']"
643435,['Kargo'],"['Asia', 'Indonesia']"
643446,"['Baidu', 'app', 'Alipay', 'KrAsia']","['KrAsia', 'Beijing', 'Tianjin', 'Alibaba', 'Hubei', 'China']"
643445,"['Huabei', 'Fenfu']",['KrAsia']
643399,"['KoinWorks', 'Nusantics', 'fintech', 'BPPT']","['Asia', 'Tech', 'Indonesia']"
643074,"['RB', 'BCG']","['US', 'China']"
643388,"['app', 'SoftBank']","['Japan', 'Singapore']"
643382,"['app', 'Crunchbase']","['Asia', 'Singapore', 'Indonesia', 'Bahasa']"
643314,"['Twitter', 'Goyal', 'Gojek']","['Mumbai', 'Swiggy', 'Qatar', 'Turkey', 'UAE', 'India', 'Philippines', 'Lebanon', 'Portugal', 'Zomato', 'Australia', 'Indonesia']"
630659,"['Tokopedia', 'fintech', 'RDS']","['Tokopedia', 'Indonesia', 'Jakarta']"
643288,"['app', 'Kyarlay', 'Facebook', 'Momolay', 'promos', 'EME']","['Yangon', 'Myanmar']"
643223,"['AutoWealth', 'OCBC', 'Kristal', 'GrabInvest', 'StashAway', 'Deloitte']",['Singapore']
643179,"['Facebook', 'app', 'WhatsApp']",['India']
643159,"['GMV', 'EBITDA', 'Shopee']","['US', 'Singapore', 'Russia', 'Garena', 'Asia', 'Europe', 'Sea', 'Africa']"
643166,['Crunchbase'],"['Asia', 'Tokyo', 'Singapore', 'Hmlet']"
642937,"['healthtech', 'fintech', 'SoftBank', 'Embed']","['Singapore', 'Bangalore', 'India', 'Vietnam', 'Indonesia', 'China']"
643155,"['Gojek', 'Halodoc', 'Ola']","['US', 'India']"
643148,"['Swiggy', 'BigBasket', 'Bengaluru', 'Twitter', 'Entrackr', 'Noida', 'KrAsia']","['Faridabad', 'Bengaluru', 'Grofers', 'Delhi', 'India']"
643090,"['Nomura', 'IP']","['Singapore', 'Asia', 'UK', 'India', 'Malaysia', 'Vietnam']"
643118,"['Slack', 'Microsoft']","['US', 'Singapore', 'KrAsia', 'India', 'Malaysia', 'Apptopia', 'Japan', 'Thailand', 'China']"
643111,"['Cub', 'Habitat', 'House']","['Asia', 'Japan', 'Niseko']"
643089,"['DailyNinja', 'Bengaluru', 'Grofers', 'BigBasket', 'Bbdaily']","['Zomato', 'India']"
643049,['Upstream'],"['Singapore', 'Expara', 'Poland', 'Philippines', 'Malaysia', 'Vietnam', 'Thailand']"
642289,['FirstCry'],"['US', 'Asia', 'Byju', 'Europe', 'India']"
642894,"['Puppet', 'Equifax', 'DevOps']",['US']
643039,"['Gojek', 'PropertyGuru', 'AI', 'Horangi']","['Singapore', 'Indonesia', 'Horangi']"
642959,"['MOX', 'SOSV', 'VentureRock', 'SGInnovate', 'UNL']","['Singapore', 'Asia', 'Amsterdam', 'India', 'Japan', 'Indonesia']"
642745,[],[]
643020,"['app', 'GCash', 'Revolut', 'TransferWise', 'Alipay', 'Visa', 'Premium']","['Singapore', 'London', 'Asia', 'Tokyo', 'UK', 'Melbourne', 'Europe', 'India', 'Philippines', 'Malaysia', 'Japan', 'Australia', 'Indonesia', 'Tech']"
643013,"['app', 'fintech', 'Gojek', 'AgFunder', 'Soelistyo', 'AFP', 'RA', 'CNBC', 'Alibaba', 'SoftBank']","['US', 'Singapore', 'Asia', 'Canada', 'India', 'Indonesia', 'China']"
642958,"['DocusSign', 'Binance', 'TryCrypto']",['India']
642993,"['Airtel', 'Disney', 'app', 'OTT', 'Hotstar', 'Netflix', 'EU', 'IPL', 'YouTube', 'Amazon', 'Google']","['US', 'Hotstar', 'IPL', 'Canada', 'Europe', 'India', 'Australia', 'KrAsia']"
642991,"['GrabShare', 'Ola', 'RedSeer']","['Mumbai', 'US', 'Singapore', 'Asia', 'Italy', 'Canada', 'Uber', 'Gateway', 'India', 'Philippines']"
642888,"['Health', 'VC', 'ShopBack', 'Bengaluru', 'Unilever', 'CureFit', 'ClassPass', 'SoftBank']","['Asia', 'US', 'Singapore', 'India']"
642761,[],"['Asia', 'Singapore']"
642807,"['Gojek', 'Fundnel', 'WeWork', 'app']","['Asia', 'Fundnel', 'Singapore']"
642899,"['WeWork', 'SoftBank']",['China']
642770,['Huawei'],['Indonesia']
642864,"['Maybank', 'ProtoPie', 'Microsoft', 'Google']","['Coupang', 'Seattle', 'Seoul']"
642840,"['Gojek', 'Zenius', 'COO', 'Quipper', 'Ruangguru', 'Sabda', 'Digital']","['US', 'London', 'Asia', 'India', 'Ruangguru', 'Vietnam', 'Thailand', 'Indonesia', 'China', 'Jakarta']"
642530,['Quipper'],"['US', 'Singapore', 'Myanmar', 'Europe', 'Ruangguru', 'Razer']"
642802,['Univariety'],"['Singapore', 'India', 'Univariety', 'UK']"
642723,"['Voltron', 'eTradeConnect', 'Deloitte']",['Singapore']
642731,"['app', 'Depok']","['Bogor', 'Chilibeli', 'Lazada', 'Alibaba', 'Indonesia', 'Depok', 'Jakarta']"
642746,[],"['US', 'Helsinki', 'Supercell']"
642729,"['Gurugram', 'Swiggy', 'app', 'Jumbotail', 'BigBasket']","['Asia', 'Zomato', 'India']"
641911,"['fintech', 'Plaid', 'GrabPay', 'Amazon', 'Flexmoney', 'Instacred']","['Asia', 'Shopify', 'Udaan']"
642426,"['Insight', 'BSF', 'Singh', 'Berry', 'UN']","['US', 'Singapore', 'Asia', 'Europe', 'Malaysia', 'Vietnam', 'Tech']"
642712,"['Nusantics', 'Putri']","['Asia', 'earth', 'Indonesia']"
642677,"['Uber', 'Ola', 'TechCrunch', 'Maharashtra', 'SoftBank']","['US', 'Mumbai', 'Russia', 'Asia', 'Canada', 'India', 'Zomato', 'Grab', 'China']"
642666,"['Pahamify', 'YukStay', 'Newman', 'Fikri']",[]
642659,"['fintech', 'Gojek', 'Soelistyo', 'GoLife', 'Tech']","['Asia', 'Tech', 'Indonesia']"
642648,"['GMV', 'GLP', 'FMCG', 'ZShuaixiao']","['Fujian', 'Yijiupi', 'KrAsia', 'Guangdong', 'Beijing', 'Alibaba', 'Guandong', 'China']"
642570,"['CredAvenue', 'fintech']","['US', 'Vivriti', 'India', 'Smartcoin', 'Chennai']"
642617,"['GrabMart', 'GrabFood', 'app']","['Singapore', 'Indonesia', 'AI']"
642585,"['fintech', 'SME', 'Beyond', 'Lightnet', 'OpenPayd', 'MatchMove', 'Naik']","['Singapore', 'Asia', 'UK', 'Sea', 'India', 'Philippines', 'Razer', 'Vietnam', 'Indonesia']"
642500,"['Oyo', 'KoolKost', 'eBay', 'AFP', 'Mamikos', 'RedDoorz', 'Rukita', 'Dwell', 'Sequoia', 'CoHive']","['Jakarta', 'Singapore', 'Dekoruma', 'KoolKost', 'Fabelio', 'India', 'Indonesia', 'China', 'Infokost']"
642558,"['SeedPlus', 'JobsCentral', 'EngageRocket']","['US', 'Singapore', 'Mediacorp', 'Asia', 'Tokopedia', 'StarHub', 'Qualgro', 'Philippines', 'Malaysia', 'Tech', 'Thailand', 'Indonesia', 'Jakarta']"
641218,"['app', 'Douyin', 'Facebook', 'TikTok', 'Google', 'Tangi']","['Pinduoduo', 'Taobao', 'Kuaishou', 'Alibaba', 'Weishi', 'China']"
642505,"['StratifiCare', 'fintech', 'Farmshelf', 'Nephtech']","['Singapore', 'Philippines']"
642492,"['LetsVenture', 'Speciale']","['Asia', 'Agnikul', 'India']"
642326,"['fintech', 'Agoda', 'Google', 'Expedia', 'WTTC']","['Singapore', 'UK', 'Malaysia', 'Philippines', 'Vietnam', 'Thailand', 'Indonesia']"
642453,"['WeWork', 'SoftBank']","['US', 'China']"
642459,"['Oyo', 'Tofler', 'SoftBank']","['US', 'Asia', 'Europe', 'India', 'China']"
642448,"['AdAsia', 'Lyft', 'app', 'AI']","['Sharma', 'Singapore', 'UAE', 'India', 'Japan', 'Thailand']"
642451,"['Twitter', 'Alibaba']","['US', 'Ethiopia', 'Italy', 'Asia', 'Belgium', 'Alibaba', 'Liege', 'Europe', 'Africa', 'Wuhan', 'Japan', 'Australia', 'Spain', 'China']"
642244,"['PE', 'USD', 'SGD', 'AFP', 'Fundnel', 'Young', 'Dealogic', 'SGX', 'UBS', 'Nasdaq', 'FundedHere']","['US', 'Singapore', 'Asia', 'Fundnel', 'Sea', 'Malaysia', 'Philippines', 'Razer', 'Thailand', 'China']"
642135,"['Tranglo', 'fintech', 'Alipay']","['US', 'Tranglo', 'Asia', 'Alipay', 'Mandarin', 'Malaysia', 'China']"
642433,[],"['India', 'Smartcoin']"
642424,"['iiMedia', 'app', 'Baidu', 'Knock']","['Pinduoduo', 'Caijingtuya', 'China']"
642068,"['Bukalapak', 'app', 'iPrice', 'Indonesians', 'Shopee', 'Alibaba', 'SimilarWeb']","['US', 'Singapore', 'Asia', 'Tokopedia', 'Zilingo', 'Sea', 'Philippines', 'Malaysia', 'Lazada', 'Vietnam', 'Thailand', 'Indonesia']"
642307,"['WRX', 'Binance', 'BUSD']","['Malta', 'India']"
642265,"['IMDA', 'Pixel']","['Vietnam', 'Singapore', 'AI']"
642303,"['Gojek', 'GoTroops', 'Google']",[]
642207,"['Fortune', 'Nugrahadi', 'fintech', 'app', 'Gojek', 'GE', 'AwanTunai', 'Fauziah', 'GoLife', 'Google', 'GMV', 'Makarim', 'Sampingan', 'GoFood']","['Asia', 'Vokraf', 'Bali', 'Vietnam', 'Thailand', 'Indonesia']"
642243,"['AI', 'LinkingMed', 'PaddlePaddle', 'Baidu', 'Huawei', 'PaddleSeg']","['Sina', 'Hunan', 'Wuhan', 'Beijing', 'China', 'KrAsia']"
642236,"['PolicyPal', 'ATMD', 'AMTD', 'Xiaomi', 'MAS', 'Digital']","['Startups', 'Singapore', 'PayPal', 'PolicyPal', 'Asia']"
642182,"['app', 'Facebook', 'AFP', 'CapitaLand', 'Google', 'WHO', 'CXA']","['US', 'Singapore', 'Luzon', 'Italy', 'Asia', 'UK', 'Europe', 'Wuhan', 'India', 'Malaysia', 'Philippines', 'Japan', 'Switzerland', 'Spain', 'China']"
642170,"['fintech', 'GCash', 'TransferWise', 'Alipay', 'Ovo']","['Bangladesh', 'London', 'Asia', 'Dana', 'Philippines', 'GoPay', 'Indonesia', 'China']"
642158,"['Riders', 'app', 'foodtech', 'Grab']","['Singapore', 'London', 'Asia', 'Italy', 'Belgium', 'Kuwait', 'UK', 'Spain', 'UAE', 'Taiwan', 'India', 'France', 'Ireland', 'Philippines', 'Zomato', 'Australia', 'Indonesia', 'China']"
642114,['Habitat'],"['Asia', 'Singapore']"
642138,['SparkLabs'],"['Taiwan', 'Taipei', 'AI']"
642079,"['PDC', 'Ovo']","['Asia', 'Tech', 'Indonesia']"
642099,[],"['Taiwan', 'Singapore', 'Indonesia', 'Jakarta']"
641686,"['Alibaba', 'PE', 'Porter']","['Edtech', 'Guangzhou', 'Asia', 'Byju', 'India', 'Alibaba', 'Indonesia', 'China', 'Hangzhou']"
642051,"['Abadi', 'Gojek', 'YLKI', 'Google', 'KPPU', 'SoftBank']","['Asia', 'Singapore', 'Indonesia']"
642041,"['FabHotels', 'Oyo', 'Aggarwal']","['Bangalore', 'Asia', 'India', 'Manpuria', 'China']"
642021,[],"['Indonesia', 'KrAsia']"
641959,"['EBITDA', 'USD', 'SGD', 'Hoolah', 'Visa', 'AUD', 'Mastercard']","['US', 'Singapore', 'Asia', 'Australasia', 'UK', 'Melbourne', 'Hoolah', 'Afterpay', 'Malaysia', 'Lazada', 'Tech', 'Australia', 'Indonesia', 'Affirm']"
641979,"['PropertyGuru', 'fintech']","['Singapore', 'Malaysia', 'Vietnam', 'Thailand', 'Indonesia']"
641992,"['Oyo', 'SoftBank']","['KrAsia', 'Jiemian', 'China']"
641949,"['app', 'ShopBack']","['Singapore', 'Seedly', 'Asia', 'Taiwan', 'Australia', 'EDBI']"
641928,['SGInnovate'],"['Asia', 'Australia', 'Singapore']"
641845,"['NBA', 'PMI', 'Hyundai', 'iPhone', 'Baidu']","['Southwest', 'US', 'Singapore', 'South', 'Asia', 'Italy', 'UK', 'Europe', 'Weibo', 'China']"
641866,"['app', 'FamPay']",['India']
641834,"['Qopius', 'Trax', 'CPG', 'CCO']","['US', 'Singapore', 'GoMacro', 'AI', 'Europe', 'Paris', 'China']"
641846,"['GrabPay', 'Mastercard', 'Wirecard']","['Asia', 'Philippines', 'Singapore', 'Malaysia']"
641839,"['Didi', 'LatePost']","['Meituan', 'Alibaba', 'KrAsia', 'Jiangsu', 'Wuxi', 'Didi', 'Japan', 'Chengdu', 'China', 'Hangzhou']"
641815,['UOB'],"['US', 'Singapore', 'Malaysia', 'Thailand', 'Indonesia']"
641804,['OneBreath'],"['Asia', 'US', 'Singapore']"
641800,"['Thunes', 'Ovo', 'fintech', 'Lippo']","['Singapore', 'Indonesia']"
641541,"['Pangle', 'app', 'Microsoft', 'Douyin', 'Facebook', 'Accenture', 'Google', 'Bytedance']","['Singapore', 'Asia', 'Sweden', 'California', 'Lark', 'Beijing', 'Japan', 'Switzerland', 'China']"
641603,"['fintech', 'Gojek', 'Facebook', 'iMoney', 'Twitter', 'Google', 'Apple', 'Ovo']","['US', 'Jakarta', 'Singapore', 'Hanoi', 'Tokopedia', 'Bangkok', 'Sydney', 'India', 'Malaysia', 'Vietnam', 'Thailand', 'Indonesia', 'China', 'Haiphong']"
641764,"['Slack', 'app', 'Microsoft', 'Google']","['Feishu', 'China']"
641782,"['SaaS', 'Gojek', 'HSBC', 'CXA', 'ThoughtWorks']","['Asia', 'Vietnam', 'Singapore', 'Commonwealth']"
641769,['Habitat'],['Asia']
641744,"['app', 'Alipay']","['Alibaba', 'Alipay']"
641739,[],"['Vietnam', 'KrAsia', 'Malaysia', 'Vinasun']"
641728,"['Boohoo', 'Pixibo', 'Mercaux', 'SaaS']","['US', 'Singapore', 'Asia', 'UK', 'Europe', 'Israel', 'Japan', 'Brodo', 'Tech']"
641718,"['ClassPlus', 'fintech', 'TrustDock']","['Asia', 'Hasura', 'Saleswhale', 'India', 'Japan', 'Tokyo']"
641700,"['Oyo', 'SME', 'Facebook', 'OYO', 'CXA', 'SoftBank']","['Singapore', 'Edtech', 'Asia', 'Byju', 'Hoolah', 'India', 'Indonesia']"
641698,"['AppWorks', 'WhatsApp', 'Telegram']","['Taiwan', 'Singapore', 'Toyselect', 'Malaysia']"
641703,['UGC'],"['US', 'Australia']"
640861,['ShopBacker'],"['Taiwan', 'Australia']"
641430,"['app', 'fintech', 'PIN', 'Alipay', 'GrabPay', 'Mastercard', 'GrabRewards']","['Singapore', 'Asia', 'Kapronasia', 'Alipay', 'Cambodia', 'Philippines', 'Vietnam', 'Thailand', 'Indonesia', 'China']"
641632,"['Iconic', 'Unigestion']","['Singapore', 'Asia', 'Sydney', 'Philippines', 'Australia']"
641660,[],['Indonesia']
641653,['WhatsApp'],"['US', 'Sama', 'Singapore']"
641600,"['fintech', 'Nogle', 'Telegram', 'fiat', 'TNG']",['Taiwan']
641633,['Cicada'],['Australia']
641590,"['fintech', 'SaaS', 'Gojek', 'FinAccel', 'Whispir', 'Halodoc', 'Finnomena', 'healthtech', 'Preqin']","['US', 'Singapore', 'Temasek', 'Asia', 'Thailand']"
641579,['Fintech'],['Rapyd']
641438,[],"['Asia', 'US', 'Singapore', 'China']"
